               0          1        2        3        4        5        6        7        8        9        10       11       12      13      14      15      16      17      18      19      20      21      22      23      24      25      26
9075       853.04          5        3        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9076       853.05         60       42        3        3        2      NaN      NaN        1        2        2        1        1     NaN       1       1     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9077       853.06        330      223       33       13        9        3       10        8        6        6        4        5       1       2       1       3     NaN       1     NaN     NaN       1     NaN     NaN     NaN       1     NaN
9078       853.09         24       20      NaN        1        1      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9079       853.10          3        2      NaN      NaN      NaN      NaN      NaN      NaN        1      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9080       853.11          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9081       853.12          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9082       853.15          3        3      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9083       853.16          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9084       853.19          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9085       854.00        254       76       32       27       28       12       11       12        8        8        6        3       5       3     NaN       3       6       3       4       1       3     NaN       1       1       1     NaN
9086       854.01        184       83       26       13       16        8        6        3        2        6        2        2       4       1       1       2       1       2     NaN       2       2       1     NaN       1     NaN     NaN
9087       854.02        112       52       16       17       12        2        2        5        1      NaN      NaN        1     NaN       2       1     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN
9088       854.03          6        5      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9089       854.04          8        4        2      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN
9090       854.05         20       10        4        3        1        1        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9091       854.06        183       94       30       31        9        5        4      NaN      NaN        3        2      NaN       1     NaN       1     NaN       1     NaN     NaN     NaN     NaN     NaN       1     NaN       1     NaN
9092       854.09         36       19        3        2        4        1        1      NaN        2        1        1        1     NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9093       854.10          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9094       854.11          1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9095       854.12          1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9096       854.15          4        4      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9097       854.16          1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9098        860.0       3746     1424      691      681      299      186      125       87       66       44       35       28      16      10      11       6       4       8       5       3       3       5       3       3       2       1
9099        860.1        279      175       39       30        9        9        4        5        1        2        4      NaN     NaN     NaN     NaN       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9100        860.2        965      218      386      145       74       51       28       20       15        6        8        7       1       1     NaN       2     NaN       1     NaN     NaN     NaN       1     NaN     NaN       1     NaN
9101        860.3        182       46       39       32       23       16        8        5        4        3      NaN        1       2       1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN       1     NaN     NaN
9102        860.4       1727      546      530      234      143      101       54       46       18       17        9        7       3       3       2       3       3       2     NaN     NaN       2       1       1     NaN       2     NaN
9103        860.5        587      301       70       85       53       16       11        9       10        4        8        2       5       2       4     NaN     NaN       2       1     NaN     NaN       1       1     NaN     NaN       2
9104       861.00         18        2        4        6        1      NaN        1      NaN        1      NaN        1        1       1     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9105       861.01        208       46       35       44       17       13        8        6        5        5        1        3       8       4       4     NaN     NaN       1       1       2       1     NaN       1       2       1     NaN
9106       861.02          5        3        1        1      NaN      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9107       861.03         14        8        1        1        1        1      NaN        1      NaN        1      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9108       861.10          9        4        1      NaN        2        1        1      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9109       861.11          7        2        2        1        2      NaN      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
9110       861.12         17       14        1        1      NaN        1      NaN      NaN      NaN      NaN      NaN      NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN     NaN
